segment,loan_id,borrower,exposure_inr_lakh,bureau_score,score_migration_3m,dpd_current,dpd_trend_6m,emi_bounce_6m,util_ratio,util_spike_3m,cashflow_coverage,salary_regularity,balance_volatility,new_enquiries_3m,leverage_buildup,ltv_drift,gst_filing_gap_m,interest_coverage,news_adverse_severity,legal_event_flag,call_sentiment_drift,hardship_mentions_6m,audit_qualified_flag,web_footprint_decline,default_12m,true_pd,vintage
Retail Secured,LN111266,Borrower-11266,24.5,687.0,-8.0,15,-0.13,0,0.677,0.035,1.49,0.993,0.072,0,-0.191,0.129,0,,0.0,0,-0.122,0,0,0.0,0,0.0,oot
SME,LN111267,Borrower-11267,22.8,667.0,8.0,0,0.46,0,0.743,0.026,2.02,0.828,0.319,1,0.242,0.0,0,3.28,0.0,0,-0.123,1,0,0.0,0,0.0041,oot
Retail Unsecured,LN111268,Borrower-11268,5.7,650.0,28.0,35,-1.26,0,0.523,-0.033,1.42,0.908,0.082,0,-0.143,0.0,0,,0.0,0,-0.142,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111269,Borrower-11269,224.8,759.0,-1.0,35,-0.22,2,0.578,0.114,2.22,0.963,0.182,0,-0.024,0.0,0,,0.0,0,0.354,0,0,0.0,0,0.0011,oot
Retail Unsecured,LN111270,Borrower-11270,44.2,733.0,-8.0,0,-0.39,0,0.636,0.08,1.62,0.889,0.395,0,0.192,0.0,0,,0.0,0,0.054,1,0,0.0,0,0.0004,oot
Retail Unsecured,LN111271,Borrower-11271,30.9,729.0,-5.0,0,0.38,0,0.113,0.141,1.18,0.757,0.391,0,0.146,0.0,0,,0.0,0,0.123,0,0,0.0,0,0.0001,oot
Microfinance,LN111272,Borrower-11272,12.3,695.0,12.0,35,-0.05,0,0.174,-0.078,1.93,0.832,0.051,0,0.285,0.0,0,,0.0,0,-0.32,0,0,0.145,0,0.0,oot
Retail Unsecured,LN111273,Borrower-11273,8.1,718.0,-24.0,15,0.94,0,0.401,-0.145,1.31,0.963,0.719,1,-0.259,0.0,0,,0.0,0,-0.443,0,0,0.0,0,0.0096,oot
Retail Unsecured,LN111274,Borrower-11274,63.2,675.0,-0.0,35,0.26,0,0.27,-0.033,1.9,0.871,0.75,0,0.621,0.0,0,,0.0,0,-0.327,0,0,0.0,0,0.0146,oot
Retail Secured,LN111275,Borrower-11275,20.6,674.0,-17.0,35,0.6,0,0.584,0.005,1.45,0.808,0.209,2,0.08,-0.153,0,,0.0,0,-0.262,0,0,0.0,0,0.0383,oot
Retail Unsecured,LN111276,Borrower-11276,48.6,809.0,-22.0,0,0.23,0,0.656,0.033,1.02,0.711,0.536,0,0.075,0.0,0,,0.0,0,-0.212,0,0,0.0,0,0.0077,oot
Retail Unsecured,LN111277,Borrower-11277,5.5,764.0,-35.0,0,-1.15,0,0.263,-0.227,2.14,0.878,0.616,1,-0.086,0.0,0,,0.0,0,-0.142,0,0,0.0,0,0.0,oot
Retail Secured,LN111278,Borrower-11278,134.5,684.0,-9.0,0,-0.37,2,0.704,-0.113,0.78,0.732,0.708,2,0.01,-0.033,0,,0.0,0,0.031,0,0,0.0,0,0.1738,oot
Retail Unsecured,LN111279,Borrower-11279,66.1,633.0,19.0,0,-0.67,0,0.292,-0.096,2.07,0.858,0.364,0,0.205,0.0,0,,0.0,0,-0.112,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111280,Borrower-11280,22.4,621.0,-36.0,0,0.76,0,0.095,0.03,2.17,0.863,0.161,1,0.163,0.0,0,,0.0,0,-0.297,0,0,0.0,0,0.0019,oot
SME,LN111281,Borrower-11281,41.0,680.0,10.0,15,0.85,1,0.507,-0.16,2.0,0.656,0.122,0,-0.051,0.0,1,2.28,0.0,1,0.07,0,0,0.0,1,0.686,oot
Retail Secured,LN111282,Borrower-11282,55.4,721.0,-12.0,15,-0.08,1,0.839,0.059,2.27,0.985,0.229,0,0.161,-0.012,0,,0.0,0,0.101,0,0,0.0,0,0.0004,oot
Retail Unsecured,LN111283,Borrower-11283,5.6,722.0,-19.0,0,0.15,0,0.29,-0.158,1.69,0.743,0.364,0,0.698,0.0,0,,0.0,0,-0.217,0,0,0.0,0,0.0009,oot
Mid Corporate,LN111284,Borrower-11284,155.3,723.0,6.0,35,-1.58,0,0.694,-0.098,2.59,0.662,0.203,0,-0.387,0.0,1,3.52,0.0,0,0.046,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111285,Borrower-11285,41.7,733.0,24.0,0,-0.39,0,0.286,-0.138,1.68,0.772,0.509,1,-0.253,0.0,0,,0.0,0,-0.07,0,0,0.0,0,0.0,oot
Microfinance,LN111286,Borrower-11286,11.3,658.0,27.0,0,-2.5,0,0.332,0.015,1.05,0.936,0.291,4,0.085,0.0,0,,0.0,0,-0.049,0,0,0.0,0,0.0,oot
Mid Corporate,LN111287,Borrower-11287,7.3,798.0,5.0,0,0.81,2,0.333,0.077,1.59,0.906,0.593,2,0.351,0.0,0,1.49,0.0,0,0.243,1,0,0.0,1,0.1568,oot
Retail Secured,LN111288,Borrower-11288,72.7,704.0,-1.0,0,2.23,1,0.082,0.229,1.22,0.708,0.066,0,0.345,0.059,0,,0.0,0,0.032,1,0,0.0,1,0.5997,oot
Retail Unsecured,LN111289,Borrower-11289,30.9,731.0,7.0,0,-0.53,0,0.341,0.031,2.13,0.751,0.386,2,-0.079,0.0,0,,0.0,0,-0.078,0,0,0.0,0,0.0,oot
Mid Corporate,LN111290,Borrower-11290,41.7,679.0,45.0,0,0.23,0,0.42,-0.033,1.78,0.907,0.207,1,0.314,0.0,1,5.59,0.0,0,0.173,0,0,0.035,0,0.0,oot
Retail Secured,LN111291,Borrower-11291,25.3,732.0,-5.0,0,0.42,0,0.412,-0.067,1.4,0.784,0.037,1,0.029,-0.065,0,,0.0,0,-0.194,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111292,Borrower-11292,8.1,829.0,20.0,0,-1.14,0,0.422,0.016,2.29,0.771,0.598,1,0.437,0.0,0,,0.0,0,-0.516,0,0,0.0,0,0.0,oot
Retail Secured,LN111293,Borrower-11293,42.9,661.0,-11.0,0,-0.13,0,0.482,0.262,1.72,0.973,0.282,0,-0.097,0.133,0,,0.0,0,-0.087,0,0,0.0,0,0.0,oot
Retail Secured,LN111294,Borrower-11294,19.7,654.0,-15.0,15,0.47,0,0.195,-0.103,2.01,0.804,0.499,2,-0.028,-0.119,0,,0.0,0,-0.319,0,0,0.0,0,0.0001,oot
Mid Corporate,LN111295,Borrower-11295,24.0,667.0,32.0,0,0.17,0,0.602,0.199,1.31,0.824,0.132,0,-0.249,0.0,0,0.98,0.0,0,-0.087,0,0,0.0,0,0.0,oot
SME,LN111296,Borrower-11296,335.2,697.0,0.0,35,0.06,0,0.613,0.08,2.43,0.791,0.049,0,-0.146,0.0,2,6.06,0.419,0,0.319,1,0,0.0,0,0.0423,oot
Mid Corporate,LN111297,Borrower-11297,63.8,686.0,4.0,35,-0.3,0,0.468,-0.088,0.42,0.978,0.427,0,-0.315,0.0,0,2.52,0.0,0,-0.277,0,0,0.069,0,0.0008,oot
SME,LN111298,Borrower-11298,68.0,658.0,10.0,0,-0.82,0,0.328,0.0,1.81,0.887,0.836,0,0.345,0.0,0,4.77,0.457,0,-0.296,0,0,0.0,0,0.001,oot
SME,LN111299,Borrower-11299,489.1,712.0,-16.0,0,0.68,0,0.482,-0.211,2.19,0.857,0.356,0,-0.015,0.0,0,3.31,0.0,0,-0.32,0,0,0.163,0,0.0,oot
Retail Secured,LN111300,Borrower-11300,37.5,801.0,-8.0,0,1.76,0,0.33,0.054,1.6,0.451,0.237,2,-0.102,0.096,0,,0.0,0,-0.719,0,0,0.0,0,0.1061,oot
Microfinance,LN111301,Borrower-11301,28.0,707.0,-12.0,0,-2.01,0,0.139,-0.141,1.5,0.83,0.43,2,-0.061,0.0,0,,0.0,0,-0.223,0,0,0.043,0,0.0,oot
Microfinance,LN111302,Borrower-11302,11.6,710.0,6.0,0,-2.15,1,0.592,0.005,2.63,0.795,0.144,2,0.089,0.0,0,,0.0,0,0.103,0,0,0.022,0,0.0,oot
Mid Corporate,LN111303,Borrower-11303,14.9,734.0,7.0,15,-1.21,1,0.42,-0.018,2.17,0.896,0.285,1,-0.109,0.0,1,0.93,0.552,0,0.634,0,0,0.0,0,0.0,oot
SME,LN111304,Borrower-11304,2.6,751.0,-11.0,0,-0.44,1,0.077,0.039,1.5,0.901,0.076,0,0.106,0.0,0,1.81,0.0,0,-0.134,0,0,0.0,0,0.0001,oot
Retail Secured,LN111305,Borrower-11305,58.5,791.0,36.0,15,-0.26,0,0.311,-0.06,1.13,0.728,0.685,0,-0.351,-0.055,0,,0.55,1,-0.238,0,0,0.0,0,0.1862,oot
Retail Unsecured,LN111306,Borrower-11306,6.1,728.0,-0.0,5,0.13,1,0.667,0.042,1.26,0.682,0.3,1,0.363,0.0,0,,0.0,0,0.619,0,0,0.0,0,0.0029,oot
Mid Corporate,LN111307,Borrower-11307,66.2,715.0,2.0,0,0.07,0,0.201,-0.051,0.74,0.794,0.262,0,0.069,0.0,0,4.66,0.0,0,-0.043,1,0,0.0,0,0.0003,oot
Retail Unsecured,LN111308,Borrower-11308,23.4,660.0,24.0,0,-0.14,1,0.126,-0.042,1.96,0.867,0.227,1,0.406,0.0,0,,0.0,0,-0.088,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111309,Borrower-11309,28.2,756.0,-16.0,0,1.27,0,0.299,0.05,0.85,0.814,0.236,1,0.114,0.0,0,,0.0,0,-0.19,0,0,0.0,0,0.0139,oot
Retail Secured,LN111310,Borrower-11310,23.4,669.0,-9.0,0,-0.93,0,0.24,-0.176,1.99,0.916,0.168,0,0.181,-0.103,0,,0.0,0,0.168,0,0,0.0,0,0.0,oot
Retail Secured,LN111311,Borrower-11311,112.7,667.0,5.0,0,0.91,0,0.441,0.019,1.77,0.485,0.149,2,-0.093,-0.046,0,,0.0,0,-0.465,0,0,0.0,0,0.001,oot
Retail Secured,LN111312,Borrower-11312,92.8,726.0,-27.0,0,1.99,0,0.541,-0.094,0.83,0.541,0.177,1,0.277,-0.104,0,,0.0,0,0.421,0,0,0.0,0,0.0346,oot
Retail Unsecured,LN111313,Borrower-11313,23.8,800.0,-4.0,35,-1.47,0,0.19,-0.079,2.53,0.987,0.182,0,0.288,0.0,0,,0.0,0,0.248,1,0,0.0,0,0.0,oot
Retail Unsecured,LN111314,Borrower-11314,9.1,755.0,37.0,35,-1.95,0,0.888,-0.178,2.13,0.83,0.142,1,0.112,0.0,0,,0.0,0,-0.1,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111315,Borrower-11315,67.8,713.0,33.0,35,0.19,0,0.558,-0.19,1.41,0.956,0.892,4,0.172,0.0,0,,0.0,0,-0.122,0,0,0.0,0,0.0043,oot
Retail Secured,LN111316,Borrower-11316,8.4,661.0,16.0,15,0.65,2,0.057,-0.061,0.86,0.982,0.425,2,0.157,0.025,0,,0.0,0,0.486,1,0,0.0,0,0.1195,oot
Retail Unsecured,LN111317,Borrower-11317,4.4,799.0,21.0,0,0.04,0,0.766,-0.016,0.81,0.58,0.337,3,-0.122,0.0,0,,0.0,0,-0.244,0,0,0.0,0,0.0016,oot
SME,LN111318,Borrower-11318,42.4,712.0,9.0,35,-2.13,1,0.558,0.027,1.75,0.803,0.137,0,0.269,0.0,1,3.12,0.0,0,-0.367,0,0,0.137,0,0.0013,oot
Retail Unsecured,LN111319,Borrower-11319,93.7,699.0,-8.0,0,-1.69,1,0.365,-0.017,2.07,0.755,0.117,3,-0.258,0.0,0,,0.0,0,-0.162,1,0,0.0,0,0.0,oot
Retail Secured,LN111320,Borrower-11320,15.7,746.0,30.0,0,-0.51,0,0.429,0.045,1.6,0.908,0.432,1,0.457,0.034,0,,0.0,0,0.235,1,0,0.0,0,0.0,oot
Retail Unsecured,LN111321,Borrower-11321,38.3,690.0,-17.0,15,0.42,0,0.136,-0.061,1.24,0.942,0.614,0,-0.46,0.0,0,,0.0,1,-0.16,0,0,0.0,0,0.0683,oot
Retail Secured,LN111322,Borrower-11322,15.5,674.0,17.0,35,-0.35,0,0.718,-0.054,0.89,0.896,0.116,0,-0.199,0.073,0,,0.0,0,-0.084,0,0,0.0,0,0.0002,oot
Mid Corporate,LN111323,Borrower-11323,54.3,679.0,-9.0,15,0.21,0,0.191,0.178,2.41,0.716,0.236,3,-0.221,0.0,1,1.16,0.0,0,-0.474,0,1,0.0,0,0.1203,oot
Retail Unsecured,LN111324,Borrower-11324,81.8,679.0,-8.0,0,0.19,0,0.249,0.079,1.85,0.658,0.678,0,0.13,0.0,0,,0.0,0,-0.441,0,0,0.0,0,0.0005,oot
Retail Secured,LN111325,Borrower-11325,18.4,653.0,10.0,0,0.93,1,0.071,-0.081,1.15,0.815,0.122,1,-0.014,-0.052,0,,0.0,0,0.155,0,0,0.0,0,0.0,oot
SME,LN111326,Borrower-11326,7.9,647.0,37.0,0,-1.16,0,0.499,-0.042,1.51,0.937,0.43,1,0.14,0.0,0,4.36,0.0,0,-0.093,0,0,0.07,0,0.0,oot
Retail Unsecured,LN111327,Borrower-11327,4.9,768.0,26.0,35,0.09,0,0.353,-0.119,2.37,0.913,0.04,5,-0.249,0.0,0,,0.0,0,-0.187,0,0,0.0,0,0.0,oot
Mid Corporate,LN111328,Borrower-11328,67.9,752.0,6.0,0,1.44,0,0.192,0.145,1.64,0.896,0.186,1,-0.222,0.0,1,3.49,0.0,0,0.066,0,0,0.0,0,0.0,oot
Microfinance,LN111329,Borrower-11329,7.0,670.0,1.0,15,-0.79,0,0.519,-0.004,1.89,0.76,0.264,2,0.359,0.0,0,,0.0,0,-0.228,0,0,0.109,0,0.0004,oot
SME,LN111330,Borrower-11330,36.9,764.0,14.0,0,-0.63,1,0.538,-0.163,2.48,0.56,0.04,3,-0.212,0.0,0,2.87,0.0,0,-0.433,0,0,0.0,0,0.0,oot
Microfinance,LN111331,Borrower-11331,57.7,732.0,25.0,0,0.09,1,0.089,-0.025,2.33,0.929,0.191,2,0.265,0.0,0,,0.0,0,0.061,0,0,0.0,0,0.0,oot
Retail Secured,LN111332,Borrower-11332,14.1,697.0,-32.0,0,-1.06,0,0.412,-0.167,2.22,0.932,0.248,0,-0.283,0.123,0,,0.0,0,0.082,1,0,0.0,0,0.0,oot
Retail Secured,LN111333,Borrower-11333,20.4,648.0,-2.0,0,-1.16,0,0.245,-0.053,1.74,0.813,0.452,0,-0.043,-0.087,0,,0.0,0,0.255,2,0,0.0,0,0.0,oot
Retail Unsecured,LN111334,Borrower-11334,73.6,734.0,-19.0,5,-0.35,0,0.767,-0.019,1.99,0.985,0.892,2,-0.362,0.0,0,,0.0,0,-0.163,0,0,0.0,0,0.0001,oot
Retail Unsecured,LN111335,Borrower-11335,10.1,818.0,-4.0,0,-0.24,0,0.707,-0.061,2.33,0.8,0.104,0,-0.099,0.0,0,,0.0,0,-0.053,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111336,Borrower-11336,9.0,716.0,-23.0,0,0.75,0,0.451,0.016,1.9,0.95,0.197,2,-0.163,0.0,0,,0.0,0,-0.441,0,0,0.0,0,0.0008,oot
Retail Secured,LN111337,Borrower-11337,19.0,770.0,-33.0,15,-0.9,1,0.916,0.022,1.68,0.843,0.608,1,0.215,-0.007,0,,0.0,0,0.225,0,0,0.0,0,0.0108,oot
Retail Secured,LN111338,Borrower-11338,100.1,703.0,-24.0,35,0.03,1,0.494,0.046,1.31,0.925,0.169,1,0.377,0.001,0,,0.0,0,-0.383,0,0,0.0,0,0.2211,oot
Retail Unsecured,LN111339,Borrower-11339,144.3,766.0,-10.0,0,1.23,1,0.445,0.065,1.98,0.936,0.397,0,-0.318,0.0,0,,0.0,0,-0.086,0,0,0.0,0,0.0002,oot
SME,LN111340,Borrower-11340,22.0,707.0,11.0,0,1.17,0,0.259,0.12,0.66,0.905,0.291,2,-0.134,0.0,1,1.79,0.0,0,0.09,1,1,0.0,1,0.9465,oot
Retail Unsecured,LN111341,Borrower-11341,11.2,583.0,-15.0,15,-0.11,0,0.32,0.037,0.96,0.616,0.189,1,-0.048,0.0,0,,0.0,0,0.271,0,0,0.0,0,0.0014,oot
Retail Unsecured,LN111342,Borrower-11342,79.1,675.0,-16.0,5,0.19,1,0.62,-0.122,2.19,0.72,0.196,0,-0.195,0.0,0,,0.0,0,0.267,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111343,Borrower-11343,3.9,722.0,7.0,35,-0.91,0,0.237,0.156,2.43,0.722,0.384,1,-0.207,0.0,0,,0.0,0,-0.382,1,0,0.0,0,0.0003,oot
SME,LN111344,Borrower-11344,32.2,775.0,5.0,5,0.29,0,0.391,0.247,1.74,0.892,0.17,1,0.333,0.0,1,1.87,0.0,0,-0.475,0,0,0.226,0,0.0242,oot
Retail Secured,LN111345,Borrower-11345,23.4,707.0,31.0,5,1.53,0,0.245,-0.121,2.08,0.754,0.141,1,0.02,-0.146,0,,0.0,0,-0.626,1,0,0.0,0,0.0,oot
SME,LN111346,Borrower-11346,101.8,717.0,17.0,15,1.3,0,0.346,-0.106,2.46,0.923,0.208,0,0.032,0.0,0,3.21,0.427,0,-0.072,0,0,0.075,0,0.0008,oot
Retail Unsecured,LN111347,Borrower-11347,113.8,683.0,-18.0,0,-0.02,0,0.535,0.12,0.73,0.881,0.644,1,-0.09,0.0,0,,0.517,0,-0.097,0,0,0.0,1,0.5332,oot
Retail Secured,LN111348,Borrower-11348,8.7,801.0,-12.0,0,0.35,0,0.361,0.114,0.45,0.921,0.278,1,0.202,0.065,0,,0.0,0,0.222,0,0,0.0,0,0.001,oot
Microfinance,LN111349,Borrower-11349,29.5,798.0,13.0,0,-0.74,0,0.217,-0.062,1.08,0.83,0.342,0,-0.045,0.0,0,,0.0,0,0.239,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111350,Borrower-11350,13.1,678.0,-16.0,5,-0.93,1,0.324,-0.183,1.03,0.903,0.172,1,-0.335,0.0,0,,0.0,0,-0.155,1,0,0.0,0,0.0005,oot
Retail Secured,LN111351,Borrower-11351,17.8,632.0,-6.0,0,-0.36,0,0.628,-0.214,1.34,0.485,0.348,1,0.142,0.029,0,,0.0,0,0.523,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111352,Borrower-11352,48.4,616.0,-31.0,0,0.27,0,0.415,-0.085,3.39,0.895,0.493,3,0.264,0.0,0,,0.0,1,0.183,1,0,0.0,1,0.2932,oot
Retail Unsecured,LN111353,Borrower-11353,17.0,748.0,-24.0,0,0.72,1,0.487,0.147,0.6,0.476,0.247,3,0.547,0.0,0,,0.0,0,-0.119,0,0,0.0,1,0.9921,oot
Retail Secured,LN111354,Borrower-11354,30.4,722.0,23.0,5,-0.08,0,0.518,0.01,1.0,0.596,0.079,1,0.098,-0.087,0,,0.0,0,-0.167,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111355,Borrower-11355,70.3,672.0,3.0,5,0.44,0,0.243,-0.058,2.37,0.653,0.175,0,0.016,0.0,0,,0.0,0,0.006,0,0,0.0,0,0.0,oot
Retail Secured,LN111356,Borrower-11356,129.9,730.0,-11.0,0,-2.55,0,0.443,0.174,2.55,0.885,0.739,2,-0.189,-0.066,0,,0.0,0,-0.024,1,0,0.0,0,0.0,oot
Mid Corporate,LN111357,Borrower-11357,33.7,647.0,-9.0,0,0.17,0,0.166,0.036,1.8,0.784,0.242,3,-0.138,0.0,2,4.44,0.0,0,-0.081,1,0,0.004,0,0.0021,oot
Retail Unsecured,LN111358,Borrower-11358,27.9,759.0,31.0,35,-0.62,0,0.065,-0.06,0.41,0.708,0.842,1,0.001,0.0,0,,0.0,0,-0.273,0,0,0.0,0,0.0018,oot
Retail Unsecured,LN111359,Borrower-11359,7.3,694.0,-12.0,0,-1.25,0,0.187,-0.156,1.22,0.835,0.582,1,0.115,0.0,0,,0.0,0,-0.306,1,0,0.0,0,0.0001,oot
Mid Corporate,LN111360,Borrower-11360,140.4,656.0,9.0,5,0.45,0,0.415,-0.114,1.22,0.653,0.358,1,-0.44,0.0,1,0.85,0.0,0,-0.186,0,0,0.0,0,0.0001,oot
Retail Secured,LN111361,Borrower-11361,42.3,695.0,16.0,5,1.45,0,0.033,0.175,1.52,0.811,0.597,1,0.171,0.106,0,,0.0,0,-0.337,0,0,0.0,0,0.0024,oot
Mid Corporate,LN111362,Borrower-11362,28.5,693.0,26.0,0,-0.01,0,0.538,-0.029,1.42,0.567,0.368,1,-0.088,0.0,0,3.2,0.0,0,-0.259,0,0,0.123,0,0.0001,oot
Retail Unsecured,LN111363,Borrower-11363,26.9,735.0,-15.0,0,0.88,0,0.11,-0.198,2.86,0.804,0.367,2,-0.316,0.0,0,,0.46,0,0.435,0,0,0.0,0,0.0,oot
SME,LN111364,Borrower-11364,36.5,779.0,-25.0,35,-0.42,1,0.898,-0.049,1.96,0.818,0.225,0,-0.442,0.0,0,1.05,0.0,0,-0.057,0,0,0.0,0,0.0007,oot
Mid Corporate,LN111365,Borrower-11365,57.3,776.0,-20.0,35,2.05,1,0.446,0.034,1.55,0.796,0.227,0,-0.155,0.0,0,6.57,0.0,0,-0.012,0,0,0.0,0,0.2007,oot
Retail Unsecured,LN111366,Borrower-11366,65.7,724.0,13.0,0,-1.58,0,0.436,-0.006,1.63,0.699,0.177,0,-0.062,0.0,0,,0.0,0,-0.692,0,0,0.0,0,0.0,oot
SME,LN111367,Borrower-11367,144.3,705.0,36.0,5,-0.1,0,0.297,0.16,0.59,0.93,0.177,0,-0.298,0.0,0,1.54,0.0,0,-0.217,1,0,0.0,0,0.0,oot
SME,LN111368,Borrower-11368,32.0,684.0,14.0,0,0.75,0,0.682,0.11,0.64,0.882,0.297,1,0.017,0.0,1,4.29,0.704,0,-0.144,1,0,0.025,1,0.9908,oot
SME,LN111369,Borrower-11369,169.0,618.0,-12.0,0,-0.03,0,0.597,-0.125,2.8,0.718,0.178,1,-0.093,0.0,0,4.27,0.582,0,0.215,0,0,0.101,0,0.0006,oot
Retail Unsecured,LN111370,Borrower-11370,78.5,714.0,21.0,35,1.38,0,0.317,-0.08,1.33,0.817,0.28,1,-0.214,0.0,0,,0.0,0,0.292,0,0,0.0,0,0.0001,oot
Retail Secured,LN111371,Borrower-11371,23.0,668.0,-8.0,35,-2.07,0,0.232,0.013,0.4,0.691,0.132,2,0.087,0.079,0,,0.0,0,-0.059,0,0,0.0,0,0.0004,oot
Retail Unsecured,LN111372,Borrower-11372,3.9,782.0,-15.0,0,-0.11,0,0.18,0.049,2.05,0.787,0.589,0,0.422,0.0,0,,0.0,0,0.503,0,0,0.0,0,0.0,oot
Microfinance,LN111373,Borrower-11373,27.0,704.0,-6.0,0,-0.25,0,0.655,-0.103,2.4,0.837,0.541,2,-0.148,0.0,0,,0.0,0,0.057,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111374,Borrower-11374,136.2,756.0,-10.0,0,-0.11,0,0.283,0.083,2.62,0.973,0.167,0,-0.086,0.0,0,,0.0,0,0.168,1,0,0.0,0,0.0,oot
Retail Unsecured,LN111375,Borrower-11375,10.5,688.0,-13.0,0,-1.58,0,0.205,-0.061,1.6,0.829,0.135,0,-0.267,0.0,0,,0.0,0,-0.513,0,0,0.0,0,0.0,oot
Mid Corporate,LN111376,Borrower-11376,26.9,678.0,22.0,0,-0.29,0,0.335,0.065,1.72,0.98,0.476,1,-0.014,0.0,0,3.08,0.0,0,0.314,0,0,0.126,0,0.0,oot
Retail Unsecured,LN111377,Borrower-11377,29.4,748.0,-9.0,0,-0.34,1,0.676,-0.006,1.68,0.822,0.125,0,0.102,0.0,0,,0.0,0,0.12,0,0,0.0,0,0.0001,oot
Retail Secured,LN111378,Borrower-11378,69.2,730.0,-29.0,5,0.24,0,0.506,-0.006,1.56,0.69,0.42,0,-0.364,0.006,0,,0.0,0,0.311,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111379,Borrower-11379,16.0,733.0,11.0,0,1.1,0,0.543,0.023,1.47,0.638,0.781,0,-0.188,0.0,0,,0.0,0,-0.201,0,0,0.0,0,0.0006,oot
SME,LN111380,Borrower-11380,9.4,710.0,-17.0,35,0.11,0,0.549,0.027,0.55,0.846,0.111,0,0.247,0.0,1,3.37,0.0,0,-0.317,0,0,0.068,0,0.4919,oot
Retail Unsecured,LN111381,Borrower-11381,45.9,758.0,-17.0,15,0.42,0,0.683,0.011,1.14,0.884,0.176,1,-0.086,0.0,0,,0.883,0,0.049,0,0,0.0,1,0.866,oot
Retail Secured,LN111382,Borrower-11382,10.8,750.0,13.0,5,1.26,0,0.114,-0.008,1.46,0.498,0.15,3,0.38,-0.127,0,,0.0,0,-0.338,0,0,0.0,0,0.0016,oot
Retail Secured,LN111383,Borrower-11383,3.3,595.0,-13.0,35,1.19,1,0.572,0.098,0.64,0.972,0.231,1,0.432,-0.017,0,,0.0,0,-0.102,0,0,0.0,1,0.9851,oot
Retail Unsecured,LN111384,Borrower-11384,185.8,701.0,-8.0,0,-2.38,0,0.122,0.258,0.77,0.357,0.295,1,0.054,0.0,0,,0.0,0,0.249,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111385,Borrower-11385,68.0,771.0,1.0,15,0.8,1,0.812,0.113,1.09,0.846,0.456,1,0.143,0.0,0,,0.0,0,0.341,0,0,0.0,0,0.1951,oot
Retail Unsecured,LN111386,Borrower-11386,194.8,659.0,-5.0,0,0.79,0,0.643,-0.061,2.0,0.982,0.113,1,0.003,0.0,0,,0.0,0,0.349,0,0,0.0,0,0.0,oot
SME,LN111387,Borrower-11387,64.2,622.0,-8.0,0,-0.26,0,0.416,0.108,1.26,0.805,0.071,1,0.507,0.0,1,4.74,0.0,0,-0.318,0,0,0.211,0,0.0169,oot
Retail Unsecured,LN111388,Borrower-11388,51.9,707.0,-42.0,5,-0.46,0,0.601,0.066,1.4,0.899,0.503,0,0.333,0.0,0,,0.612,0,-0.013,0,0,0.0,1,0.7275,oot
Retail Unsecured,LN111389,Borrower-11389,36.8,744.0,-3.0,0,-1.13,0,0.282,0.111,1.27,0.946,0.153,0,-0.474,0.0,0,,0.0,0,0.088,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111390,Borrower-11390,20.0,690.0,29.0,0,-1.94,1,0.859,0.055,1.65,0.974,0.373,0,0.116,0.0,0,,0.0,0,0.233,1,0,0.0,0,0.0,oot
Retail Secured,LN111391,Borrower-11391,43.1,786.0,11.0,0,0.85,0,0.685,0.027,1.43,0.985,0.49,0,0.248,-0.055,0,,0.0,0,0.07,2,0,0.0,0,0.0039,oot
SME,LN111392,Borrower-11392,13.3,816.0,-7.0,15,0.77,0,0.213,-0.269,1.27,0.857,0.284,2,0.498,0.0,1,4.08,0.0,0,0.068,0,0,0.142,0,0.0045,oot
Retail Secured,LN111393,Borrower-11393,7.6,609.0,8.0,0,-0.1,0,0.231,-0.065,2.69,0.963,0.65,1,0.292,0.038,0,,0.0,1,-0.205,0,0,0.0,0,0.0008,oot
Mid Corporate,LN111394,Borrower-11394,17.0,694.0,11.0,15,0.71,0,0.227,0.096,1.04,0.885,0.058,0,0.092,0.0,0,3.95,0.0,0,0.447,0,0,0.175,0,0.0,oot
SME,LN111395,Borrower-11395,101.6,589.0,-15.0,35,1.02,0,0.247,0.141,1.5,0.901,0.116,1,-0.251,0.0,0,4.56,0.0,0,-0.01,0,0,0.0,0,0.0041,oot
Mid Corporate,LN111396,Borrower-11396,6.3,751.0,23.0,0,-1.8,0,0.547,-0.153,1.34,0.628,0.244,1,0.079,0.0,0,3.41,0.0,0,0.253,0,0,0.132,0,0.0,oot
SME,LN111397,Borrower-11397,6.4,678.0,3.0,0,0.25,0,0.314,-0.133,1.86,0.976,0.436,1,-0.093,0.0,0,6.75,0.812,0,-0.517,0,0,0.014,0,0.0347,oot
